index,Data,Hora,"PRECIPITAÇÃO TOTAL, HORÁRIO (mm)","PRESSAO ATMOSFERICA AO NIVEL DA ESTACAO, HORARIA (mB)",PRESSÃO ATMOSFERICA MAX.NA HORA ANT. (AUT) (mB),PRESSÃO ATMOSFERICA MIN. NA HORA ANT. (AUT) (mB),RADIACAO GLOBAL (Kj/m²),"TEMPERATURA DO AR - BULBO SECO, HORARIA (°C)",TEMPERATURA DO PONTO DE ORVALHO (°C),TEMPERATURA MÁXIMA NA HORA ANT. (AUT) (°C),TEMPERATURA MÍNIMA NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MAX. NA HORA ANT. (AUT) (°C),TEMPERATURA ORVALHO MIN. NA HORA ANT. (AUT) (°C),UMIDADE REL. MAX. NA HORA ANT. (AUT) (%),UMIDADE REL. MIN. NA HORA ANT. (AUT) (%),"UMIDADE RELATIVA DO AR, HORARIA (%)","VENTO, DIREÇÃO HORARIA (gr) (° (gr))","VENTO, RAJADA MAXIMA (m/s)","VENTO, VELOCIDADE HORARIA (m/s)",region,state,station,station_code,latitude,longitude,height
170977,2013-09-26,01:00,0.0,997.9,997.9,997.4,-9999,19.6,10.1,22.0,19.5,10.6,9.1,56,44,54,3,2.2,0.1,CO,MT,PORTO ESTRELA,A935,-15.54638888,-57.38166666,145.0
271745,2013-08-27,01:00,0.0,964.4,964.4,963.4,-9999,14.6,6.5,16.3,14.6,7.2,6.5,58,55,58,222,10.7,3.4,CO,MS,CASSILANDIA,A742,-19.12249999,-51.72083332,516.0
100909,2013-02-24,21:00,0.0,-9999.0,-9999.0,-9999.0,1322,31.1,20.2,31.7,31.1,20.8,19.7,53,50,52,21,6.4,3.2,CO,MS,JARDIM,A758,-21.47833332,-56.13694444,249.0
193153,2017-01-10,20:00,0.0,981.1,981.6,981.1,1799,33.6,20.7,34.2,33.0,21.7,20.5,51,46,47,67,4.1,1.3,CO,MT,APIACAS,A910,-9.56388888,-57.3936111,220.0
144095,2020-09-19,21:00,0.0,956.2,956.2,955.9,-9999,34.0,15.2,36.4,34.0,15.2,14.3,33,27,33,236,4.1,1.7,CO,MT,NOVA UBIRATA,A929,-13.41111111,-54.75222222,466.48
73445,2020-09-04,03:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,GO,RIO VERDE,A025,-17.785303,-50.964869,780.11
95044,2011-02-15,19:00,0.0,963.9,964.7,963.9,2174,31.1,19.9,31.5,29.9,20.8,18.5,56,49,51,74,6.3,3.2,CO,MT,GAUCHA DO NORTE,A930,-13.18472221,-53.2575,379.0
30523,2020-06-22,19:00,0.0,978.1,978.5,978.1,1904,31.5,13.6,32.0,31.4,14.9,13.3,37,33,34,113,6.2,1.9,CO,MT,SAO JOSE DO XINGU,A942,-10.48416666,-52.37249999,300.0
89135,2015-03-05,23:00,-9999.0,928.3,928.3,927.8,5,21.4,18.9,22.1,21.4,19.9,18.9,90,84,86,139,4.8,2.3,CO,MT,CAMPO VERDE,A912,-15.52749999,-55.13555555,749.0
238322,2014-12-21,05:00,0.0,927.5,928.0,927.5,-9999,21.1,20.1,21.4,21.1,20.4,20.1,94,94,94,341,4.2,1.7,CO,GO,MORRINHOS,A003,-17.71666667,-49.1,771.42
334313,2014-12-05,20:00,0.0,965.0,965.5,965.0,2096,32.3,19.0,32.8,31.8,20.2,17.9,50,42,45,301,5.4,2.5,CO,MT,SINOP,A917,-11.98222221,-55.56583333,371.0
211358,2012-06-04,02:00,0.0,974.4,974.4,974.2,-9999,21.3,18.3,22.1,21.3,18.4,18.1,83,78,83,68,2.5,0.7,CO,MS,AGUA CLARA,A756,-20.44444444,-52.87555554,338.0
21796,2004-06-25,04:00,0.0,970.9,971.0,970.8,-9999,19.7,15.6,21.3,19.7,16.0,15.5,78,71,77,259,0.0,0.0,CO,MT,SORRISO,A904,-12.55,-55.71666666,380.0
42545,2006-10-10,17:00,0.0,977.5,978.6,977.5,3334,31.3,16.6,32.1,30.7,18.1,15.2,46,37,41,30,7.5,3.6,CO,MS,TRES LAGOAS,A704,-20.78999999,-51.71222222,313.0
265236,2015-04-12,12:00,0.0,1000.8,1000.8,1000.3,527,26.2,23.8,26.2,25.5,23.8,23.3,88,85,87,294,2.8,1.2,CO,MS,CORUMBA,A724,-18.99666666,-57.63749999,126.0
97665,2012-07-26,21:00,0.0,946.5,946.5,946.0,811,28.7,15.0,31.0,28.6,17.1,13.7,49,36,43,333,6.5,2.0,CO,MT,COMODORO,A913,-13.70861111,-59.76277777,591.0
42917,2015-03-29,07:00,0.0,967.4,967.7,967.4,-9999,23.2,21.7,23.2,22.9,21.7,21.1,91,89,91,231,2.0,0.0,CO,MS,PARANAIBA,A710,-19.69527777,-51.18138888,424.0
105167,2010-09-27,13:00,0.0,930.5,931.1,930.5,905,22.2,19.6,22.3,20.7,19.9,19.3,93,84,85,301,3.3,0.1,CO,GO,MINEIROS,A026,-17.45472222,-52.60111111,862.0
204000,2013-12-02,08:00,0.0,906.9,906.9,906.4,-9999,21.1,19.2,21.2,20.9,19.5,19.2,91,89,89,121,0.9,0.2,CO,GO,SILVANIA,A037,-16.67694443,-48.61805554,949.0
111756,2004-09-21,12:00,0.0,933.9,933.9,933.6,1756,29.4,10.8,29.5,24.6,13.0,10.7,48,31,31,58,8.5,3.6,CO,GO,GOIANIA,A002,-16.64277777,-49.21999999,770.0
141609,2013-05-20,09:00,0.0,972.3,972.4,971.9,-9999,20.6,18.6,20.7,20.2,18.7,18.5,90,88,89,170,4.6,3.1,CO,MS,IVINHEMA,A709,-22.30666666,-53.82722221,373.8
272075,2018-02-08,11:00,0.0,979.4,979.4,978.4,221,23.4,22.6,23.4,22.3,22.8,21.9,98,95,95,113,0.0,0.0,CO,MT,GUARANTA DO NORTE,A906,-9.95,-54.88333333,320.0
342929,2012-04-13,17:00,0.0,898.8,899.3,898.8,2336,27.2,14.9,27.9,26.1,15.7,13.1,53,40,47,136,5.6,1.1,CO,DF,AGUAS EMENDADAS,A045,-15.59638888,-47.62583332,1200.0
242072,2015-12-22,10:00,0.0,970.2,970.2,969.5,65,23.3,22.0,23.3,22.7,22.0,21.6,93,92,92,350,6.1,1.9,CO,MT,SINOP,A917,-11.98222221,-55.56583333,371.0
137394,2014-09-07,18:00,0.0,923.2,924.0,923.2,2768,28.0,4.1,28.5,27.1,5.6,3.7,25,21,22,111,8.7,3.7,CO,GO,POSSE,A017,-14.08916666,-46.36638888,834.0
153877,2009-07-16,19:00,0.0,934.9,934.9,934.8,1999,30.9,10.4,31.8,30.8,10.6,9.4,29,26,28,333,7.2,2.6,CO,GO,MINEIROS,A026,-17.45472222,-52.60111111,862.0
18370,2018-05-21,08:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,ALTA FLORESTA,A924,-9.84944444,-56.1,289.0
215855,2010-05-17,13:00,0.0,955.8,955.8,955.5,2129,30.2,10.4,30.6,28.1,11.9,10.3,35,29,29,79,7.1,2.4,CO,GO,GOIAS,A014,-15.93916666,-50.14138888,512.0
237349,2021-02-19,13:00,-9999.0,974.6,974.6,974.5,2655,29.1,13.0,29.4,25.7,14.5,12.8,49,37,37,-9999,-9999.0,-9999.0,CO,MS,TRES LAGOAS,A704,-20.78333333,-51.71222222,328.94
195083,2019-04-09,11:00,0.2,959.9,959.9,959.3,86,22.0,21.1,22.5,22.0,21.7,21.1,96,95,95,100,4.2,2.6,CO,MT,PARANATINGA,A915,-14.421492,-54.036055,476.91
175819,2019-08-02,06:00,0.0,931.1,931.3,931.1,0,21.1,9.7,22.2,21.1,10.2,9.4,48,46,48,318,4.0,1.9,CO,MT,CAMPO VERDE,A912,-15.531431,-55.135649,748.27
341157,2020-11-02,21:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,GO,SAO MIGUEL DO ARAGUAIA,A031,-12.82055554,-50.33583333,210.0
35003,2017-04-29,06:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,SINOP,A917,-11.98222221,-55.56583333,371.0
298543,2015-01-30,07:00,0.0,-9999.0,-9999.0,-9999.0,-9999,25.8,21.2,26.2,25.6,21.5,21.2,78,75,76,143,1.8,0.5,CO,MT,CUIABA,A901,-15.55916666,-56.72944443,240.0
281284,2011-11-01,04:00,0.0,967.9,969.0,967.9,-9999,23.2,21.4,23.4,23.2,21.7,21.3,91,89,89,145,2.6,1.9,CO,MT,SINOP,A917,-11.98222221,-55.56583333,371.0
158445,2021-01-02,21:00,0.0,965.0,965.0,964.6,1549,32.6,20.2,33.2,32.5,21.3,20.0,50,48,48,236,3.3,0.6,CO,MT,JUINA,A920,-11.375126,-58.774785,365.39
48485,2013-07-15,05:00,0.0,937.1,937.3,937.1,-9999,12.4,11.1,13.2,12.4,11.5,11.1,92,89,92,221,0.0,0.0,CO,GO,MINEIROS,A026,-17.45472222,-52.60111111,862.0
226505,2010-03-29,17:00,0.0,967.3,969.0,967.3,3617,30.3,20.6,30.6,28.8,22.3,19.6,64,54,56,78,3.5,1.4,CO,MT,GAUCHA DO NORTE,A930,-13.18472221,-53.2575,379.0
62453,2014-02-17,05:00,0.4,914.1,914.6,914.1,-9999,20.8,20.1,21.1,20.8,20.4,20.1,96,96,96,49,4.4,2.0,CO,MT,ALTO TAQUARI,A934,-17.81555555,-53.28749999,875.0
8191,2017-04-07,02:00,0.0,887.4,887.4,887.2,-9999,20.6,18.0,21.0,19.7,18.5,17.7,89,84,85,161,2.2,1.1,CO,DF,BRASILIA,A001,-15.78944444,-47.92583332,1159.54
338774,2013-05-14,14:00,0.0,970.1,970.7,970.1,2134,28.4,16.9,28.5,25.7,17.5,16.3,58,50,50,32,6.6,4.1,CO,MS,PARANAIBA,A710,-19.69527777,-51.18138888,424.0
297568,2015-04-23,18:00,1.4,946.4,947.1,946.4,1134,24.4,21.5,28.8,24.4,22.9,21.2,86,67,84,131,5.6,2.0,CO,MT,COMODORO,A913,-13.70861111,-59.76277777,591.0
336400,2010-10-14,16:00,0.0,946.1,946.7,946.1,2924,34.1,14.7,35.1,32.6,15.3,13.7,33,29,31,358,10.0,3.6,CO,MT,ITIQUIRA,A933,-17.29722221,-54.83722221,585.0
400977,2009-10-10,09:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,SINOP,A917,-11.98222221,-55.56583333,371.0
148718,2011-09-13,14:00,0.0,975.3,975.5,975.3,2792,26.9,12.2,26.9,24.8,13.3,11.5,48,39,40,53,4.4,1.4,CO,MS,JUTI,A749,-22.85722222,-54.60555555,379.0
350965,2018-02-27,13:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,SETE QUEDAS,A751,-23.96694443,-55.02416666,402.0
284463,2018-02-06,13:00,0.0,948.9,948.9,948.8,1044,24.5,21.3,24.8,23.3,21.7,20.9,87,81,82,165,7.0,4.3,CO,MT,SAPEZAL,A911,-10.16583333,-59.45111111,105.0
399496,2010-12-27,16:00,0.0,896.4,897.5,896.4,3789,27.0,18.7,27.8,25.8,19.7,17.7,68,56,60,297,7.4,2.6,CO,DF,AGUAS EMENDADAS,A045,-15.59638888,-47.62583332,1200.0
117232,2016-05-06,16:00,0.0,980.1,981.2,980.1,2704,32.5,23.3,32.5,29.9,23.8,21.9,66,56,58,78,6.0,1.5,CO,MT,ALTA FLORESTA,A924,-9.84944444,-56.1,289.0
258732,2013-03-02,20:00,0.0,997.0,997.5,997.0,2226,34.1,22.6,34.7,33.1,23.6,22.3,55,50,51,345,8.0,0.9,CO,MS,NHUMIRIM,A717,-18.98888888,-56.62305554,91.0
334374,2007-09-07,06:00,0.0,980.8,981.1,980.8,-9999,18.3,15.5,18.7,18.3,16.2,15.5,86,83,84,140,1.0,0.0,CO,MT,GUARANTA DO NORTE,A906,-9.95,-54.88333333,320.0
73508,2005-05-23,20:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,GUARANTA DO NORTE,A906,-9.95,-54.88333333,320.0
64328,2020-07-09,19:00,0.0,906.1,906.2,906.0,1544,27.2,8.3,27.8,26.1,8.3,7.0,31,28,30,134,7.2,2.8,CO,GO,LUZIANIA,A012,-16.26055555,-47.96694443,1000.82
113184,2015-04-06,02:00,0.0,899.5,899.6,899.5,-9999,17.5,16.6,18.1,17.5,17.2,16.6,95,94,94,42,2.2,1.3,CO,DF,AGUAS EMENDADAS,A045,-15.59638888,-47.62583332,1200.0
17360,2009-12-25,08:00,0.0,883.4,884.0,883.4,-9999,19.4,18.0,19.4,19.2,18.0,17.7,92,90,92,5,1.9,0.2,CO,DF,BRASILIA,A001,-15.78944444,-47.92583332,1159.54
102070,2016-08-14,22:00,0.0,967.9,967.9,967.4,59,30.4,10.3,34.0,30.4,10.3,9.3,29,23,29,39,2.9,1.3,CO,MT,SINOP,A917,-11.98222221,-55.56583333,371.0
51488,2015-03-21,10:00,0.2,912.6,912.6,912.0,67,19.4,-9999.0,19.4,19.2,-9999.0,-9999.0,-9999,-9999,-9999,17,3.8,1.7,CO,GO,CATALAO,A034,-18.15777777,-47.92638888,890.0
363539,2010-11-19,11:00,0.0,956.3,956.3,955.4,1092,25.5,20.6,25.6,22.7,21.1,20.2,87,74,74,316,3.0,0.2,CO,MT,NOVA UBIRATA,A929,-13.68638888,-54.95611111,518.0
215732,2011-05-08,20:00,0.0,983.1,983.1,983.0,965,31.8,19.2,32.5,31.0,21.5,15.9,57,37,47,174,0.0,0.0,CO,MS,COXIM,A720,-18.51222222,-54.73583333,252.0
55072,2015-08-17,18:00,0.0,917.0,917.6,916.9,2420,26.2,7.7,27.5,26.1,7.9,6.5,31,27,31,72,8.4,4.5,CO,GO,CATALAO,A034,-18.15777777,-47.92638888,890.0
111732,2018-01-29,12:00,0.0,963.9,963.9,963.5,245,23.6,-9999.0,23.7,22.8,-9999.0,-9999.0,-9999,-9999,-9999,83,5.2,2.8,CO,MS,BATAGUASSU,A759,-21.75138888,-52.47055554,387.0
88419,2012-04-23,03:00,0.0,929.8,929.9,929.7,-9999,21.5,20.4,21.5,20.9,20.6,19.9,95,93,94,158,2.7,0.2,CO,MT,CAMPO VERDE,A912,-15.52749999,-55.13555555,749.0
165322,2008-12-27,10:00,0.2,986.5,986.5,985.7,362,22.9,21.8,22.9,22.7,21.8,21.5,94,92,94,324,4.8,1.9,CO,MT,SAO FELIX  DO ARAGUAIA,A921,-11.61888888,-50.72777777,218.0
143999,2012-08-20,23:00,0.0,972.3,972.3,971.6,-9999,26.5,10.7,28.5,26.5,10.9,8.8,37,29,37,299,2.0,0.0,CO,MT,GAUCHA DO NORTE,A930,-13.18472221,-53.2575,379.0
15760,2006-12-10,16:00,0.0,969.4,970.1,969.4,2485,29.8,22.6,29.9,28.4,23.1,20.5,72,59,65,294,3.9,1.8,CO,MT,SINOP,A917,-11.98222221,-55.56583333,371.0
370774,2017-01-29,22:00,0.0,937.2,937.2,936.5,168,27.6,17.4,30.1,27.6,18.0,16.9,55,45,54,277,3.0,0.3,CO,GO,GOIANESIA,A022,-15.22027777,-48.99027777,667.0
171365,2009-07-15,11:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,PARANATINGA,A915,-14.42138888,-54.03527777,474.0
256149,2007-09-25,21:00,0.0,997.3,997.3,997.0,513,27.1,1.6,28.0,27.1,1.6,0.4,19,17,19,202,3.7,1.6,CO,MS,AQUIDAUANA,A719,-20.47555554,-55.78388888,155.0
175961,2010-06-21,17:00,0.0,952.8,953.7,952.8,759,30.1,15.6,30.8,29.8,16.6,15.1,44,40,42,132,2.3,1.1,CO,MT,CAMPO NOVO DOS PARECIS,A905,-13.78333333,-57.83333333,570.0
219699,2008-03-16,03:00,0.0,978.9,979.1,978.9,-9999,21.4,20.8,21.9,21.4,21.2,20.8,97,96,96,319,3.8,2.3,CO,MT,SALTO DO CEU,A936,-15.13583333,-58.115,303.0
325000,2018-03-12,16:00,-9999.0,976.5,977.4,976.5,1439,28.9,24.2,30.8,28.9,27.1,24.2,82,75,75,270,5.5,2.3,CO,MT,SALTO DO CEU,A936,-15.13583333,-58.115,303.0
72667,2003-06-05,19:00,0.0,888.0,888.1,887.9,1492,26.4,13.3,27.0,26.1,14.0,12.6,46,42,44,84,6.4,3.5,CO,DF,BRASILIA,A001,-15.78944444,-47.92583332,1159.54
48231,2018-07-18,09:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,ARAL MOREIRA,S702,-22.955,-55.6261111,605.0
230696,2019-11-06,19:00,0.0,925.3,925.8,925.1,2135,32.5,17.4,33.8,32.0,17.7,14.7,41,33,41,329,7.0,3.6,CO,GO,MORRINHOS,A003,-17.745066,-49.101698,751.09
387,2017-05-16,22:00,0.0,956.7,956.7,956.1,5,22.5,22.0,24.1,22.5,22.0,21.1,97,84,97,230,4.1,1.8,CO,MS,SONORA,A761,-17.89638888,-54.45361111,486.0
348128,2016-04-25,10:00,0.0,963.9,963.9,963.1,8,23.4,17.2,23.9,22.9,17.2,16.9,70,65,68,325,3.6,1.8,CO,MS,BATAGUASSU,A759,-21.75138888,-52.47055554,387.0
247647,2009-03-30,21:00,0.0,976.0,976.1,975.3,849,28.2,22.5,29.3,28.1,23.0,22.0,74,67,71,327,3.4,0.0,CO,MT,GUARANTA DO NORTE,A906,-9.95,-54.88333333,320.0
9296,2014-01-23,08:00,0.0,929.7,929.7,929.5,-9999,19.7,19.7,19.9,19.7,19.8,19.6,100,99,99,-9999,-9999.0,-9999.0,CO,MT,ALTO ARAGUAIA,A909,-17.33944444,-53.22416666,753.0
104364,2003-01-17,12:00,0.2,995.8,995.8,993.8,-9999,25.0,23.2,25.0,24.5,23.4,23.1,93,90,90,348,4.0,2.2,CO,MT,CUIABA,A901,-15.55916666,-56.72944443,240.0
103011,2007-12-05,03:00,0.0,951.8,951.8,951.3,-9999,22.9,21.0,22.9,22.5,21.1,20.4,90,88,89,324,3.3,1.5,CO,GO,ITAPACI,A015,-14.98027777,-49.53944444,522.0
70279,2018-05-07,07:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MT,QUERENCIA,A916,-12.5986111,-52.19444444,339.0
45155,2014-03-04,14:00,0.0,952.1,952.5,952.1,1539,27.7,20.4,27.9,25.5,21.7,20.4,78,64,64,57,3.7,1.1,CO,GO,MONTE ALEGRE DE GOIAS,A032,-13.24805555,-46.88972221,1253.0
131936,2018-05-21,08:00,0.0,970.1,970.3,970.1,-9999,16.5,13.9,16.9,16.5,14.7,13.9,87,84,84,275,0.0,0.0,CO,MT,GAUCHA DO NORTE,A930,-13.18472221,-53.2575,379.0
101253,2003-09-09,21:00,0.0,979.5,979.5,978.4,1567,28.0,21.1,32.4,28.0,21.1,15.2,66,35,66,221,8.6,4.0,CO,MT,GUARANTA DO NORTE,A906,-9.95,-54.88333333,320.0
12157,2006-11-14,13:00,0.0,905.2,905.2,905.0,1099,18.7,15.5,18.9,18.1,15.8,15.1,84,80,82,72,8.2,4.5,CO,GO,LUZIANIA,A012,-16.27222222,-47.96638889,959.5
156607,2017-11-09,02:00,0.0,930.2,930.5,930.2,-9999,23.1,17.6,23.5,23.1,17.9,17.5,71,70,71,75,2.9,1.2,CO,GO,GOIANIA,A002,-16.64277777,-49.21999999,770.0
380800,2017-03-23,16:00,0.0,977.1,978.1,977.1,2600,30.8,-9999.0,31.2,29.4,-9999.0,-9999.0,-9999,-9999,-9999,78,4.9,1.7,CO,MS,RIO BRILHANTE,A743,-21.77472221,-54.52805554,329.0
104325,2018-02-03,15:00,0.0,932.5,932.9,932.5,3335,28.7,20.3,28.9,27.2,20.9,18.6,67,57,61,187,4.5,2.3,CO,GO,JATAI,A016,-17.92388888,-51.71777777,582.0
182682,2014-08-14,21:00,0.0,1001.7,1001.7,1001.6,731,24.4,15.2,25.4,24.4,15.5,14.7,57,52,57,264,5.5,1.8,CO,MT,CACERES,A941,-16.07444443,-57.69277777,116.0
142484,2020-07-14,18:00,0.0,961.1,961.9,961.1,-9999,33.7,12.8,34.8,32.6,13.8,12.4,30,27,28,227,8.9,3.0,CO,MT,NOVA UBIRATA,A929,-13.41111111,-54.75222222,466.48
118311,2013-09-21,15:00,0.0,983.9,984.6,983.8,1545,34.5,19.1,34.8,32.4,20.0,18.4,49,38,40,338,7.0,3.2,CO,MT,CUIABA,A901,-15.55916666,-56.72944443,240.0
30530,2011-10-05,17:00,0.0,945.1,946.4,945.1,1485,30.4,18.7,31.0,29.4,19.3,17.5,53,46,50,239,6.0,2.8,CO,MT,COMODORO,A913,-13.70861111,-59.76277777,591.0
328966,2015-07-21,22:00,0.0,961.2,961.2,960.9,-9999,25.0,13.8,29.5,25.0,13.8,11.7,50,33,50,208,4.0,3.4,CO,MT,NOVA UBIRATA,A929,-13.68638888,-54.95611111,518.0
107034,2016-03-08,18:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999,-9999,-9999,-9999,-9999.0,-9999.0,CO,MS,PARANAIBA,A710,-19.69527777,-51.18138888,424.0
239582,2013-07-26,14:00,0.0,980.0,980.5,980.0,2055,14.0,6.5,14.2,11.5,7.1,6.3,72,60,60,47,13.2,8.9,CO,MS,SETE QUEDAS,A751,-23.96694443,-55.02416666,402.0
138762,2008-09-25,05:00,0.0,977.5,978.0,977.5,-9999,22.3,18.6,22.8,21.9,19.8,18.4,87,77,80,3,1.7,0.0,CO,MT,GUARANTA DO NORTE,A906,-9.95,-54.88333333,320.0
